filename,foldername,path,fullpath,tocheader,tocfolder,tocname,tocpath,title,description,services,documentationcenter,author,manager,editor,ms.assetid,ms.service,ms.workload,ms.tgt_pltfrm,ms.devlang,ms.topic,Type,ms.date,ms.author,ms.component
snapshot-debugger-troubleshoot.md,app,app,app\snapshot-debugger-troubleshoot.md,How-to guides,How-to guides\Collect data\Configure applications\Azure apps\Snapshot Debugger,How-to guides,How-to guides\Collect data\Configure applications\Azure apps\Snapshot Debugger\Snapshot Debugger troubleshooting,Troubleshoot problems with Azure Application Insights Snapshot Debugger | Microsoft Docs,This article presents troubleshooting steps and information to help developers who are having trouble enabling or using Application Insights Snapshot Debugger.,application-insights,'',brahmnes,carmonm,,,application-insights,tbd,ibiza,,conceptual,conceptual,3/7/2019,mbullwin,
snapshot-debugger-upgrade.md,app,app,app\snapshot-debugger-upgrade.md,How-to guides,How-to guides\Collect data\Configure applications\Azure apps\Snapshot Debugger,How-to guides,How-to guides\Collect data\Configure applications\Azure apps\Snapshot Debugger\Upgrade Snapshot Debugger,Azure Application Insights Snapshot Debugger upgrade for .NET apps | Microsoft Docs,"How to upgrade Snapshot Debugger to the latest version on Azure App Services, or via Nuget packages",application-insights,,MarioHewardt,carmonm,,,application-insights,,,,conceptual,conceptual,3/28/2019,Mario.Hewardt,
create-new-resource.md,app,app,app\create-new-resource.md,How-to guides,How-to guides\Collect data\Configure applications,How-to guides,How-to guides\Collect data\Configure applications\Create a resource,Create a new Azure Application Insights resource | Microsoft Docs,Manually set up Application Insights monitoring for a new live application.,application-insights,'',mrbullwinkle,carmonm,,878b007e-161c-4e36-8ab2-3d7047d8a92d,application-insights,tbd,ibiza,,conceptual,conceptual,6/10/2019,mbullwin,
opencensus-go.md,app,app,app\opencensus-go.md,How-to guides,How-to guides\Collect data\Configure applications\Distributed tracing,How-to guides,How-to guides\Collect data\Configure applications\Distributed tracing\Go,OpenCensus Go tracing with Azure Application Insights | Microsoft Docs,Provides instructions to integrate OpenCensus Go tracing with the local forwarder and Application Insights,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,conceptual,conceptual,9/15/2018,mbullwin,
opencensus-local-forwarder.md,app,app,app\opencensus-local-forwarder.md,How-to guides,How-to guides\Collect data\Configure applications\Distributed tracing,How-to guides,How-to guides\Collect data\Configure applications\Distributed tracing\Local forwarder,Azure Application Insights OpenCensus distributed tracing local forwarder (Preview)  | Microsoft docs,Forward OpenCensus distributed traces and spans from languages like Python and Go to Azure Application Insights,application-insights,'',mrbullwinkle,carmonm,,,application-insights,tbd,ibiza,,conceptual,conceptual,9/18/2018,mbullwin,
opencensus-python.md,app,app,app\opencensus-python.md,How-to guides,How-to guides\Collect data\Configure applications\Distributed tracing,How-to guides,How-to guides\Collect data\Configure applications\Distributed tracing\Python,OpenCensus Python tracing with Azure Application Insights | Microsoft Docs,Provides instructions to wire up OpenCensus Python tracing with the local forwarder and Application Insights,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,conceptual,conceptual,9/18/2018,mbullwin,
export-telemetry.md,app,app,app\export-telemetry.md,How-to guides,How-to guides\Collect data\Configure applications\Export application data,How-to guides,How-to guides\Collect data\Configure applications\Export application data\Continuous export,Continuous export of telemetry from Application Insights | Microsoft Docs,"Export diagnostic and usage data to storage in Microsoft Azure, and download it from there.",application-insights,'',mrbullwinkle,carmonm,,5b859200-b484-4c98-9d9f-929713f1030c,application-insights,tbd,ibiza,,conceptual,conceptual,2/26/2019,mbullwin,
code-sample-export-sql-stream-analytics.md,app,app,app\code-sample-export-sql-stream-analytics.md,How-to guides,How-to guides\Collect data\Configure applications\Export application data\Continuous export\Code samples,How-to guides,How-to guides\Collect data\Configure applications\Export application data\Continuous export\Code samples\Export to SQL using Stream Analytics,'Export to SQL from Azure Application Insights | Microsoft Docs',Continuously export Application Insights data to SQL using Stream Analytics.,application-insights,'',mrbullwinkle,carmonm,,48903032-2c99-4987-9948-d6e4559b4a63,application-insights,tbd,ibiza,,conceptual,conceptual,9/11/2017,mbullwin,
export-stream-analytics.md,app,app,app\export-stream-analytics.md,How-to guides,How-to guides\Collect data\Configure applications\Export application data\Continuous export\Code samples,How-to guides,How-to guides\Collect data\Configure applications\Export application data\Continuous export\Code samples\Export to Stream Analytics,Export using Stream Analytics from Azure Application Insights | Microsoft Docs,"Stream Analytics can continuously transform, filter and route the data you export from Application Insights.",application-insights,'',mrbullwinkle,carmonm,,31594221-17bd-4e5e-9534-950f3b022209,application-insights,tbd,ibiza,,conceptual,conceptual,1/8/2019,mbullwin,
export-data-model.md,app,app,app\export-data-model.md,How-to guides,How-to guides\Collect data\Configure applications\Export application data,How-to guides,How-to guides\Collect data\Configure applications\Export application data\Export data model,Azure Application Insights Data Model | Microsoft Docs,"Describes properties exported from continuous export in JSON, and used as filters.",application-insights,'',mrbullwinkle,carmonm,,cabad41c-0518-4669-887f-3087aef865ea,application-insights,tbd,ibiza,,conceptual,conceptual,1/8/2019,mbullwin,
java-troubleshoot.md,app,app,app\java-troubleshoot.md,How-to guides,How-to guides\Collect data\Configure applications\Export application data,How-to guides,How-to guides\Collect data\Configure applications\Export application data\Java,Troubleshoot Application Insights in a Java web project,Troubleshooting guide - monitoring live Java apps with Application Insights.,application-insights,java,mrbullwinkle,carmonm,,ef602767-18f2-44d2-b7ef-42b404edd0e9,application-insights,tbd,ibiza,,conceptual,conceptual,3/14/2019,mbullwin,
asp-net-troubleshoot-no-data.md,app,app,app\asp-net-troubleshoot-no-data.md,How-to guides,How-to guides\Collect data\Configure applications\Export application data,How-to guides,How-to guides\Collect data\Configure applications\Export application data\No data for .NET,Troubleshooting no data - Application Insights for .NET,Not seeing data in Azure Application Insights? Try here.,application-insights,.net,mrbullwinkle,carmonm,,e231569f-1b38-48f8-a744-6329f41d91d3,application-insights,mobile,ibiza,,conceptual,conceptual,7/23/2018,mbullwin,
usage-troubleshoot.md,app,app,app\usage-troubleshoot.md,How-to guides,How-to guides\Collect data\Configure applications\Export application data,How-to guides,How-to guides\Collect data\Configure applications\Export application data\Usage analytics,Troubleshoot user behavior analytics tools in Azure Application Insights,Troubleshooting guide - analyzing site and app usage with Application Insights.,application-insights,'',NumberByColors,carmonm,,,application-insights,tbd,ibiza,,conceptual,conceptual,7/11/2018,daviste,
java-agent.md,app,app,app\java-agent.md,How-to guides,How-to guides\Collect data\Configure applications\Java apps,How-to guides,How-to guides\Collect data\Configure applications\Java apps\Dependencies,Performance monitoring for Java web apps in Azure Application Insights | Microsoft Docs,Extended performance and usage monitoring of your Java website with Application Insights.,application-insights,java,mrbullwinkle,carmonm,,84017a48-1cb3-40c8-aab1-ff68d65e2128,application-insights,tbd,ibiza,,conceptual,conceptual,1/10/2019,mbullwin,
docker.md,app,app,app\docker.md,How-to guides,How-to guides\Collect data\Configure applications\Java apps,How-to guides,How-to guides\Collect data\Configure applications\Java apps\Docker apps,Monitor Docker applications in Azure Application Insights | Microsoft Docs,"Docker perf counters, events and exceptions can be displayed on Application Insights, along with the telemetry from the containerized apps.",application-insights,'',mrbullwinkle,carmonm,,27a3083d-d67f-4a07-8f3c-4edb65a0a685,application-insights,tbd,ibiza,,conceptual,conceptual,3/14/2019,mbullwin,
java-filter-telemetry.md,app,app,app\java-filter-telemetry.md,How-to guides,How-to guides\Collect data\Configure applications\Java apps,How-to guides,How-to guides\Collect data\Configure applications\Java apps\Filter telemetry,Filter Azure Application Insights telemetry in your Java web app | Microsoft Docs,Reduce telemetry traffic by filtering out the events you don't need to monitor.,application-insights,'',mrbullwinkle,carmonm,,,application-insights,tbd,ibiza,,conceptual,conceptual,3/14/2019,mbullwin,
java-trace-logs.md,app,app,app\java-trace-logs.md,How-to guides,How-to guides\Collect data\Configure applications\Java apps,How-to guides,How-to guides\Collect data\Configure applications\Java apps\Log traces,Explore Java trace logs in Azure Application Insights | Microsoft Docs,Search Log4J or Logback traces in Application Insights,application-insights,java,mrbullwinkle,carmonm,,fc0a9e2f-3beb-4f47-a9fe-3f86cd29d97a,application-insights,tbd,ibiza,,conceptual,conceptual,5/18/2019,mbullwin,
micrometer-java.md,app,app,app\micrometer-java.md,How-to guides,How-to guides\Collect data\Configure applications\Java apps,How-to guides,How-to guides\Collect data\Configure applications\Java apps\Micrometer Metrics,How to use Micrometer with Azure Application Insights Java SDK | Microsoft Docs,'A step by step guide on using Micrometer with your Application Insights Spring Boot and non-Spring Boot applications. ',application-insights,java,lgayhardt,carmonm,,051d4285-f38a-45d8-ad8a-45c3be828d91,application-insights,tbd,ibiza,,conceptual,conceptual,11/1/2018,lagayhar,
java-collectd.md,app,app,app\java-collectd.md,How-to guides,How-to guides\Collect data\Configure applications\Java apps,How-to guides,How-to guides\Collect data\Configure applications\Java apps\Unix metrics,Monitor Java web app performance on Linux - Azure | Microsoft Docs,Extended application performance monitoring of your Java website with the CollectD plug-in for Application Insights.,application-insights,java,mrbullwinkle,carmonm,,40c68f45-197a-4624-bf89-541eb7323002,application-insights,tbd,ibiza,,conceptual,conceptual,3/14/2019,mbullwin,
java-get-started.md,app,app,app\java-get-started.md,How-to guides,How-to guides\Collect data\Configure applications\Java apps,How-to guides,How-to guides\Collect data\Configure applications\Java apps\Web apps,Java web app analytics with Azure Application Insights | Microsoft Docs,'Application Performance Monitoring for Java web apps with Application Insights. ',application-insights,java,lgayhardt,carmonm,,051d4285-f38a-45d8-ad8a-45c3be828d91,application-insights,tbd,ibiza,,conceptual,conceptual,5/24/2019,lagayhar,
nodejs.md,app,app,app\nodejs.md,How-to guides,How-to guides\Collect data\Configure applications\Node.js apps,How-to guides,How-to guides\Collect data\Configure applications\Node.js apps\Node.js,Monitor Node.js services with Azure Application Insights | Microsoft Docs,Monitor performance and diagnose problems in Node.js services with Application Insights.,application-insights,nodejs,mrbullwinkle,carmonm,,2ec7f809-5e1a-41cf-9fcd-d0ed4bebd08c,application-insights,tbd,ibiza,,conceptual,conceptual,3/14/2019,mbullwin,
sample-mscrm.md,app,app,app\sample-mscrm.md,How-to guides,How-to guides\Collect data\Configure applications\Other platforms,How-to guides,How-to guides\Collect data\Configure applications\Other platforms\Dynamics CRM,Microsoft Dynamics CRM and Azure Application Insights | Microsoft Docs,"Get telemetry from Microsoft Dynamics CRM Online using Application Insights. Walkthrough of setup, getting data, visualization and export.",application-insights,'',mrbullwinkle,carmonm,,04c66338-687e-49e5-9975-be935f98f156,application-insights,tbd,ibiza,,conceptual,conceptual,3/16/2018,mbullwin,
sharepoint.md,app,app,app\sharepoint.md,How-to guides,How-to guides\Collect data\Configure applications\Other platforms,How-to guides,How-to guides\Collect data\Configure applications\Other platforms\SharePoint sites,Monitor a SharePoint site with Application Insights,Start monitoring a new application with a new instrumentation key,application-insights,'',mrbullwinkle,carmonm,,2bfe5910-d673-4cf6-a5c1-4c115eae1be0,application-insights,tbd,ibiza,,conceptual,conceptual,7/11/2018,mbullwin,
performance-testing.md,app,app,app\performance-testing.md,How-to guides,How-to guides\Collect data\Configure applications,How-to guides,How-to guides\Collect data\Configure applications\Performance testing,Performance and load testing with Azure Application Insights  | Microsoft Docs,Set up performance and load tests with Azure Application Insights,application-insights,,mrbullwinkle,carmonm,,46dc13b4-eb2e-4142-a21c-94a156f760ee,application-insights,tbd,ibiza,,conceptual,conceptual,6/19/2019,mbullwin,
